Target,Mail
ham,"['ya', 'taking', 'ure', 'practical', 'lesson', 'start', 'june']"
ham,"['thats', 'good', 'need', 'drug']"
ham,"['stupidits', 'possible']"
ham,"['decide', 'faster', 'co', 'si', 'going', 'home', 'liao']"
spam,"['summer', 'finally', 'fancy', 'chat', 'flirt', 'sexy', 'single', 'yr', 'area', 'get', 'matched', 'reply', 'summer', 'free', 'join', 'optout', 'txt', 'stop', 'help']"
ham,"['u', 'sleeping', 'going', 'take', 'haha', 'got', 'spy', 'wat', 'online', 'checking', 'n', 'replying', 'mail', 'lor']"
spam,"['claire', 'havin', 'borin', 'time', 'alone', 'u', 'wanna', 'cum', 'nite', 'chat', 'hope', 'c', 'u', 'luv', 'claire', 'xx', 'callsminmoremobsemspoboxpowa']"
ham,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
spam,"['bought', 'one', 'ringtone', 'getting', 'text', 'costing', 'pound', 'offering', 'tone', 'etc']"
ham,"['yalru', 'lyfu', 'astne', 'chikku', 'bt', 'innu', 'mundhe', 'lyf', 'ali', 'halla', 'ke', 'bilo', 'marriageprogram', 'edhae', 'lyf', 'nt', 'yet', 'ovr', 'chikkuali', 'vargu', 'lyfu', 'meow', 'meowd']"
ham,"['kinda', 'first', 'one', 'get', 'twelve', 'aah', 'speak', 'tomo']"
spam,"['urgent', 'mobile', 'xxxxxxxxx', 'bonus', 'caller', 'prize', 'nd', 'attempt', 'reach', 'call', 'asap']"
ham,"['ok', 'good', 'later', 'come', 'find', 'c', 'lucky', 'told', 'go', 'earlier', 'later', 'pple', 'take', 'finish']"
ham,"['wat', 'make', 'u', 'thk', 'ill', 'fall', 'actually', 'thk', 'im', 'quite', 'prone', 'fall', 'lucky', 'dad', 'home', 'ask', 'come', 'n', 'fetch', 'already']"
spam,"['guaranteed', 'latest', 'nokia', 'phone', 'gb', 'ipod', 'mp', 'player', 'prize', 'txt', 'wordcollect', 'tcllc', 'nyusa', 'pmt', 'msgrcvd']"
ham,"['account', 'ha', 'refilled', 'successfully', 'inr', 'ltdecimalgt', 'keralacircle', 'prepaid', 'account', 'balance', 'r', 'ltdecimalgt', 'transaction', 'id', 'kr', 'ltgt']"
ham,"['wont', 'touch', 'permission']"
spam,"['hi', 'lucy', 'hubby', 'meetins', 'day', 'fri', 'b', 'alone', 'hotel', 'u', 'fancy', 'cumin', 'pls', 'leave', 'msg', 'day', 'lucy', 'x', 'callsminmobsmorelkpoboxhpfl']"
ham,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sm', 'st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
ham,"['take', 'small', 'dose', 'tablet', 'fever']"
ham,"['oh', 'u', 'must', 'taken', 'real', 'valentine', 'shopping', 'first']"
ham,"['sent', 'email', 'address', 'incomm', 'right']"
ham,"['gonna', 'blake', 'night', 'might', 'able', 'get', 'little', 'early']"
ham,"['friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']"
ham,"['nice', 'waitshould', 'texting', 'right', 'im', 'gonna', 'pay', 'ticket', 'ya', 'know']"
ham,"['im', 'watching', 'lotr', 'w', 'si', 'dis', 'aft', 'u', 'wan', 'meet', 'dinner', 'nite']"
ham,"['keeping', 'away', 'like']"
ham,"['think', 'far', 'find', 'check', 'google', 'map', 'place', 'dorm']"
ham,"['trip', 'wa', 'ok', 'quite', 'tiring', 'lor', 'uni', 'start', 'today', 'ok', 'co', 'im', 'taking', 'module', 'jus', 'concentrating', 'final', 'yr', 'project']"
ham,"['always', 'saying', 'welp']"
ham,"['im', 'guy', 'browsin', 'compulsory']"
ham,['ok']
ham,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['add', 'dont', 'really', 'care', 'cant', 'least', 'get', 'dude', 'fuck', 'hey', 'money', 'want']"
ham,"['hello', 'lover', 'go', 'new', 'job', 'happy', 'think', 'wake', 'slave', 'send', 'teasing', 'kiss', 'across', 'sea']"
ham,"['told', 'number', 'gautham']"
ham,"['tell', 'need', 'investigate', 'anywhere']"
ham,"['ok', 'juz', 'receive']"
ham,"['cant', 'believe', 'said', 'many', 'thing', 'morning', 'really', 'wanted', 'say', 'wa', 'good', 'morning', 'love', 'beautiful', 'morning', 'see', 'library', 'later']"
spam,"['account', 'ha', 'credited', 'free', 'text', 'message', 'activate', 'txt', 'word', 'credit', 'tc', 'wwwbiz']"
ham,"['end', 'might', 'still', 'vomit', 'okay', 'everything', 'come']"
ham,"['moneyas', 'youmoney', 'aint', 'thinghow', 'sha']"
ham,"['ha', 'everything', 'weather', 'keep', 'extra', 'warm', 'cold', 'nothing', 'serious', 'pls', 'lot', 'vitamin', 'c']"
ham,"['hey', 'gal', 'anyone', 'u', 'going', 'e', 'driving', 'centre', 'tmr']"
ham,"['im', 'always', 'yahoo', 'messenger', 'send', 'message', 'ill', 'get', 'may', 'send', 'mobile', 'mode', 'sha', 'ill', 'get', 'reply']"
ham,"['im', 'putting', 'ready', 'lttimegt']"
ham,"['time', 'n', 'smile', 'r', 'two', 'crucial', 'thing', 'life', 'sometimes', 'time', 'make', 'u', 'forget', 'smile', 'sometimes', 'someone', 'smile', 'make', 'u', 'forget', 'time', 'gud', 'noon']"
spam,"['sm', 'ac', 'jsco', 'energy', 'high', 'u', 'may', 'know', 'channel', 'day', 'ur', 'leadership', 'skill', 'r', 'strong', 'psychic', 'reply', 'wquestion', 'end', 'reply', 'end', 'jsco']"
ham,"['hostbased', 'idp', 'linux', 'system']"
spam,"['hot', 'live', 'fantasy', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
ham,"['dawhats', 'plan']"
ham,"['ill', 'ltgt', 'ok']"
ham,"['oh', 'god', 'im', 'almost', 'home']"
ham,"['total', 'video', 'converter', 'free', 'download', 'type', 'google', 'search']"
spam,"['thanks', 'vote', 'sing', 'along', 'star', 'karaoke', 'mobile', 'free', 'link', 'reply', 'sing']"
ham,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']"
ham,"['sound', 'like', 'something', 'someone', 'testing', 'would', 'sayy']"
ham,"['u', 'love', 'someone', 'dont', 'make', 'love', 'u', 'much', 'u', 'love', 'much', 'dont', 'want', 'loved', 'anyone', 'except', 'gud', 'nit']"
ham,"['peteis', 'phone', 'still', 'jenny', 'college', 'leannewhat']"
ham,"['oops', 'sorry', 'check', 'dont', 'mind', 'picking', 'tomo', 'half', 'eight', 'station', 'would', 'ok']"
ham,"['hey', 'sweet', 'wa', 'wondering', 'moment', 'might', 'come', 'want', 'send', 'file', 'someone', 'wont', 'go', 'yahoo', 'connection', 'suck', 'remember', 'set', 'page', 'go', 'download', 'format', 'disc', 'could', 'tell', 'know', 'way', 'download', 'big', 'file', 'download', 'stuff', 'directly', 'internet', 'help', 'would', 'great', 'prey', 'teasing', 'kiss']"
ham,"['hows', 'champ', 'leaving', 'glasgow']"
ham,"['kall', 'bestcongrats']"
ham,"['wonder', 'youll', 'get', 'text']"
ham,"['need', 'come', 'home', 'give', 'good', 'lovin']"
spam,"['brand', 'new', 'mobile', 'music', 'service', 'live', 'free', 'music', 'player', 'arrive', 'shortly', 'install', 'phone', 'browse', 'content', 'top', 'artist']"
ham,"['shall', 'ask', 'one', 'thing', 'dont', 'mistake']"
ham,"['check', 'wid', 'corect', 'speling', 'ie', 'sarcasm']"
spam,"['urgent', 'mobile', 'wa', 'awarded', 'bonus', 'caller', 'prize', 'nd', 'attempt', 'contact', 'call', 'boxqu', 'bt', 'national', 'rate']"
ham,"['angry', 'happen', 'dear']"
ham,"['thk', 'u', 'dun', 'haf', 'hint', 'e', 'forum', 'already', 'lor', 'co', 'told', 'ron', 'n', 'darren', 'going', 'tell', 'shuhui']"
ham,"['yup', 'ok', 'thanx']"
ham,"['hicts', 'employee']"
ham,"['pls', 'pls', 'find', 'aunt', 'nike']"
ham,"['wow', 'love', 'sooo', 'much', 'know', 'barely', 'stand', 'wonder', 'day', 'go', 'well', 'love', 'think', 'miss']"
ham,"['screaming', 'mean', 'shouting']"
ham,"['hey', 'happen', 'de', 'alright']"
ham,"['picked', 'receipt', 'something', 'earlier']"
ham,"['think', 'chennai', 'well', 'settled']"
ham,"['oh', 'dang', 'didnt', 'mean', 'send', 'lol']"
ham,"['unfortunately', 'ive', 'found', 'pick', 'sister', 'airport', 'evening', 'dont', 'think', 'ill', 'going', 'try', 'go', 'one', 'th']"
ham,"['horrible', 'bf', 'v', 'hungry']"
ham,"['remember', 'day']"
spam,"['nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', 'hgsuitelands', 'rowwjhl']"
ham,"['hows', 'feel', 'mr', 'real', 'valentine', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']"
ham,"['sound', 'good', 'finger', 'make', 'difficult', 'type']"
ham,"['midnight', 'earliest']"
ham,"['youre', 'sure', 'im', 'trying', 'make', 'xavier', 'smoke', 'dont', 'want', 'smoke', 'told', 'smoke', 'much']"
ham,"['k', 'come', 'nordstrom', 'youre', 'done']"
ham,"['u', 'konw', 'waht', 'rael', 'friendship', 'im', 'gving', 'yuo', 'exmpel', 'jsut', 'ese', 'tihs', 'msg', 'evrey', 'splleing', 'tihs', 'msg', 'wrnog', 'bt', 'sitll', 'yuo', 'raed', 'wihtuot', 'ayn', 'mitsake', 'goodnight', 'amp', 'nice', 'sleepsweet', 'dream']"
ham,"['press', 'conference', 'da']"
spam,"['hello', 'orange', 'month', 'free', 'access', 'game', 'news', 'sport', 'plus', 'free', 'text', 'photo', 'message', 'reply', 'yes', 'term', 'apply', 'wwworangecoukow']"
ham,"['completed', 'degree', 'use', 'joining', 'finance']"
ham,"['good', 'afternoon', 'love', 'job', 'prospect', 'missing', 'lazy', 'bleak', 'hmmm', 'happy', 'filled', 'love']"
ham,"['shant', 'disturb', 'u', 'anymore', 'jia']"
ham,"['bishan', 'lar', 'nearer', 'need', 'buy', 'early', 'co', 'buy', 'gotta', 'park', 'car']"
ham,"['dont', 'know', 'oh']"
ham,"['dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']"
ham,"['say', 'hi', 'get', 'back', 'south', 'tampa', 'preferably', 'kegger']"
ham,"['e', 'msg', 'jus', 'u', 'said', 'thanks', 'gift']"
ham,['u']
ham,"['ok', 'dear', 'call', 'chechi']"
ham,"['yeah', 'tote', 'u', 'wanna']"
ham,"['ok', 'found', 'dis', 'pierre', 'cardin', 'one', 'look', 'normal', 'cost', 'sale']"
ham,"['good', 'sleep', 'rhythm', 'person', 'ha', 'establish', 'rhythm', 'body', 'learn', 'use', 'want', 'know']"
ham,"['wat', 'r', 'u']"
ham,"['message', 'truro', 'hospital', 'ext', 'phone', 'phone', 'side']"
ham,"['single', 'line', 'big', 'meaning', 'miss', 'anything', 'ur', 'best', 'life']"
ham,"['got', 'gas', 'money', 'chance', 'gang', 'want', 'go', 'grand', 'nature', 'adventure']"
ham,"['dnt', 'worryuse', 'ice', 'piece', 'cloth', 'packalso', 'take', 'tablet']"
ham,"['dude', 'saw', 'parked', 'car', 'sunroof', 'popped', 'sux']"
ham,"['get', 'ready', 'put', 'excellent', 'sub', 'face']"
ham,"['tmrw', 'im', 'finishing', 'door']"
ham,"['ltgt', 'g', 'saw', 'day', 'ago', 'guy', 'want', 'sell', 'wifi', 'ltgt', 'g', 'ltgt', 'thats', 'blanked']"
ham,['late']
ham,"['whatever', 'im', 'pretty', 'pissed']"
ham,"['today', 'accept', 'dayu', 'accept', 'brother', 'sister', 'lover', 'dear', 'best', 'clos', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']"
ham,"['dont', 'much', 'image', 'class']"
ham,"['noi', 'got', 'rumour', 'going', 'buy', 'apartment', 'chennai']"
ham,"['near', 'kalainar', 'tv', 'officethenampet']"
spam,"['ur', 'cashbalance', 'currently', 'pound', 'maximize', 'ur', 'cashin', 'send', 'go', 'pmsg', 'cc', 'hgsuitelands', 'rowwjhl']"
spam,"['sm', 'auction', 'brand', 'new', 'nokia', 'auction', 'today', 'auction', 'free', 'join', 'take', 'part', 'txt', 'nokia', 'hgsuitelands', 'rowwjhl']"
ham,"['si', 'catching', 'e', 'show', 'e', 'afternoon', 'im', 'watching', 'w', 'c', 'u', 'wan', 'watch', 'today', 'tmr', 'lor']"
ham,"['sound', 'gd', 'haha', 'wah', 'u', 'yan', 'jiu', 'fast', 'liao']"
ham,"['nosy', 'guess', 'idk', 'reacting', 'im', 'freaked']"
ham,"['remember', 'hurt', 'day', 'satanic', 'imposter', 'meneed', 'pay', 'priceso', 'itmay', 'destiny', 'keep', 'going', 'u', 'said', 'pray', 'get', 'mind', 'get']"
ham,"['make', 'girl', 'happy', 'difficult', 'make', 'girl', 'happy', 'u', 'need', 'friend', 'companion', 'lover', 'chef', 'ltgt', 'good', 'listener', 'ltgt', 'organizer', 'ltgt', 'good', 'boyfriend', 'ltgt', 'clean', 'ltgt', 'sympathetic', 'ltgt', 'athletic', 'ltgt', 'warm', 'ltgt', 'courageous', 'ltgt', 'determined', 'ltgt', 'true', 'ltgt', 'dependable', 'ltgt', 'intelligent', 'ltgt', 'psychologist', 'ltgt', 'pest', 'exterminator', 'ltgt', 'psychiatrist', 'ltgt', 'healer', 'ltgt', 'stylist', 'ltgt', 'driver', 'aaniye', 'pudunga', 'venaam']"
ham,"['princess', 'bet', 'brothas', 'chasing']"
ham,"['shall', 'book', 'chez', 'jules', 'half', 'eight', 'thats', 'ok']"
ham,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'wa', 'leonardo', 'room', 'something']"
ham,"['yep', 'dereks', 'house', 'see', 'sunday', 'lt']"
ham,"['cool', 'let', 'know', 'kick', 'around', 'ltgt', 'ill', 'day']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['wa', 'wondering', 'would', 'okay', 'call', 'uncle', 'john', 'let', 'know', 'thing', 'nigeria', 'r', 'ltgt', 'dollar', 'year', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'every', 'dime', 'give', 'every', 'dime', 'expect', 'anything', 'practical', 'something', 'like']"
ham,"['charge', 'transfer', 'charge', 'withdraw', 'anyhow', 'like']"
ham,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'called', 'falling', 'love', 'bcoz', 'u', 'dont', 'force', 'u', 'fall', 'u', 'know', 'smeone', 'hold', 'u', 'bslvyl']"
ham,"['let', 'go', 'bill', 'miller']"
ham,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawring', 'flame', 'xoxo']"
ham,"['somewhr', 'someone', 'surely', 'made', 'u', 'god', 'ha', 'decided', 'perfect', 'time', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crush']"
ham,"['thats', 'honeymoon', 'outfit']"
ham,"['help', 'propose', 'going', 'back', 'tomorrow']"
spam,"['private', 'account', 'statement', 'show', 'unredeemed', 'point', 'call', 'identifier', 'code', 'expires']"
ham,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happiness', 'bad', 'day', 'give', 'u', 'experience', 'essential', 'life', 'god', 'blessing', 'good', 'morning']"
ham,"['pls', 'confirm', 'time', 'collect', 'cheque']"
spam,"['registered', 'subscriber', 'yr', 'draw', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'next', 'olympics', 'txt']"
spam,"['urgent', 'mobile', 'number', 'ha', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr', 'ppm']"
ham,"['daddy', 'take', 'good', 'care']"
ham,"['yeah', 'probably', 'still', 'gotta', 'check', 'leo']"
ham,"['kthen', 'special']"
ham,"['carlos', 'taking', 'sweet', 'time', 'usual', 'let', 'know', 'patty', 'donewant', 'smoke', 'ill', 'tell', 'haul']"
ham,"['ok', 'pa', 'nothing', 'problem']"
ham,"['heard', 'job', 'im', 'going', 'wildlife', 'talk', 'tonight', 'u', 'wantcome', 'thatworzels', 'wizzle', 'whatever']"
ham,"['god', 'picked', 'flower', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaidthis', 'friend', 'u']"
ham,"['came', 'hostel']"
ham,"['ok', 'prob', 'ill', 'come', 'lunch']"
ham,"['jus', 'telling', 'u', 'dat', 'ill', 'b', 'leaving', 'shanghai', 'st', 'instead', 'well', 'haf', 'time', 'meet', 'cya']"
ham,"['freezing', 'home', 'yet', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing', 'yet']"
ham,"['ready', 'big', 'day', 'tomorrow']"
ham,"['ill', 'probably', 'around', 'mu', 'lot']"
ham,[]
spam,"['rtking', 'pro', 'video', 'club', 'need', 'help', 'inforingtonekingcouk', 'call', 'must', 'club', 'credit', 'redeemable', 'wwwringtonekingcouk', 'enjoy']"
ham,"['thnx', 'dude', 'u', 'guy', 'nite']"
ham,"['sef', 'dey', 'laugh', 'meanwhile', 'hows', 'darling', 'anjie']"
ham,"['mm', 'food', 'da']"
ham,"['k', 'make', 'sense', 'btw', 'carlos', 'difficult', 'guy', 'gonna', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'gas']"
ham,"['u', 'download', 'fring', 'app']"
ham,"['oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', 'ltgt', 'worth', 'tonight', 'possible']"
ham,"['friend', 'u', 'stay', 'fb', 'chat']"
ham,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lonely', 'go', 'sleep', 'dream', 'love']"
ham,"['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', 'simple', 'difficult', 'gud', 'nte']"
spam,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall']"
ham,"['ah', 'well', 'confuses', 'thing', 'doesnt']"
spam,"['free', 'text', 'msg', 'text', 'ok', 'well', 'credit', 'account']"
ham,"['hi', 'dear', 'call', 'urgnt', 'dont', 'know', 'whats', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']"
ham,"['dear', 'ok']"
spam,"['selected', 'stay', 'top', 'british', 'hotel', 'nothing', 'holiday', 'worth', 'claim', 'call', 'london', 'bx', 'sw']"
ham,"['yes', 'princess', 'want', 'make', 'happy']"
ham,"['sound', 'like', 'many', 'talent', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']"
ham,"['going', 'film', 'day', 'da', 'pm', 'sorry', 'da']"
ham,"['watching', 'movie', 'already', 'xy', 'want', 'shop', 'im', 'shopping', 'w']"
ham,"['hello', 'little', 'party', 'animal', 'thought', 'id', 'buzz', 'friend', 'grin', 'reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss']"
ham,"['yesterday', 'going', 'home']"
spam,"['eerie', 'nokia', 'tone', 'u', 'rply', 'tone', 'title', 'eg', 'tone', 'dracula', 'title', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'wwwgetzedcouk', 'poboxwwq', 'p']"
ham,"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']"
ham,"['shit', 'wasnt', 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', 'didnt', 'let', 'fuck']"
spam,"['anetworks', 'allow', 'company', 'bill', 'sm', 'responsible', 'supplier']"
ham,"['great', 'comedycant', 'stop', 'laughing', 'da']"
spam,"['freemsgfeelin', 'kinda', 'lnly', 'hope', 'u', 'like', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wanna', 'c', 'pictxt', 'reply', 'date', 'msgp', 'rcv', 'hlp', 'stop']"
ham,"['alright', 'set', 'text', 'man']"
ham,"['hi', 'theyre', 'keen', 'go', 'kind', 'feel', 'shouldnt', 'go', 'tomo', 'dont', 'mind']"
ham,"['sleeping', 'nt', 'feeling', 'well']"
ham,"['u', 'switch', 'fone', 'dammit']"
ham,"['india', 'take', 'lead']"
ham,"['ill', 'post', 'lr', 'class']"
ham,"['thts', 'wat', 'wright', 'brother', 'fly']"
ham,"['evening', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', 'dont', 'worry', 'head', 'ok', 'throat', 'wrecked', 'see', 'six']"
ham,"['u', 'laugh', 'really', 'loud', 'u', 'talk', 'spontaneously', 'u', 'dont', 'care', 'others', 'feel', 'u', 'probably', 'dear', 'amp', 'best', 'friend', 'goodevening', 'dear']"
ham,"['laptop', 'take']"
ham,"['dont', 'file', 'bagi', 'wa', 'work', 'called', 'mei', 'tell', 'find', 'anything', 'room']"
ham,"['wan', 'early', 'lei', 'outside', 'wun', 'b', 'home', 'early', 'neva', 'mind']"
spam,"['ur', 'chance', 'win', 'cash', 'every', 'wk', 'txt', 'action', 'tscs', 'wwwmovietriviatv', 'custcare', 'xpwk']"
ham,"['wa', 'bugis', 'juz', 'wat', 'im', 'walking', 'home', 'oredi', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r']"
ham,"['wishing', 'family', 'merry', 'x', 'happy', 'new', 'year', 'advance']"
ham,"['go', 'ok', 'na']"
ham,"['yes', 'posted', 'couple', 'pic', 'fb', 'still', 'snow', 'outside', 'im', 'waking']"
ham,"['sif', 'one', 'good', 'partnership', 'going', 'take', 'lead']"
spam,"['rgent', 'nd', 'attempt', 'contact', 'uu', 'call', 'b', 'tcsbcmwcnxx', 'callcost', 'ppm', 'mobilesvary', 'max']"
ham,"['yeah', 'wheres', 'class']"
ham,"['send', 'bec', 'temple', 'na']"
ham,"['arent', 'coming', 'home', 'class', 'right', 'need', 'work', 'shower']"
spam,"['hi', 'ur', 'lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx', 'callsminmobsmorelkpoboxhpfl']"
ham,"['mostly', 'like']"
ham,"['v', 'fan']"
ham,"['dunno', 'co', 'wa', 'v', 'late', 'n', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', 'e', 'gal', 'r', 'laughing', 'lor']"
ham,"['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']"
ham,"['dad', 'gonna', 'call', 'get', 'work', 'ask', 'crazy', 'question']"
ham,"['yesbut', 'said']"
ham,"['hurting', 'n', 'meaningful', 'line', 'ever', 'compromised', 'everything', 'love']"
ham,['lmaonice']
ham,"['glad', 'see', 'reply']"
spam,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr']"
spam,"['monthly', 'password', 'wap', 'mobsicom', 'use', 'wap', 'phone', 'pc']"
ham,"['nah', 'dub', 'je', 'still', 'buff']"
ham,"['painful', 'word', 'thought', 'happy', 'wa', 'toughest', 'thing', 'earth']"
ham,"['yeah', 'thats', 'fine', 'get', 'ok']"
ham,"['lol', 'u', 'come', 'idea']"
ham,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'shjas']"
ham,"['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']"
ham,"['okay', 'wait', 'ah']"
ham,['lei']
ham,"['hi', 'babe', 'u', 'r', 'likely', 'bed', 'im', 'sorry', 'tonight', 'really', 'wanna', 'see', 'u', 'tomorrow', 'call', 'love', 'xxx']"
ham,"['already', 'squatting', 'new', 'way', 'walking']"
ham,"['want', 'bold', 'bb', 'torch']"
ham,"['cramp', 'stopped', 'going', 'back', 'sleep']"
spam,"['today', 'vodafone', 'number', 'ending', 'last', 'four', 'digit', 'selected', 'received', 'award', 'number', 'match', 'please', 'call', 'claim', 'award']"
spam,"['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtoneget', 'st', 'week', 'freesend', 'subpoly', 'per', 'weekstop', 'sm']"
